id_planeta;planeta jest planet¹ docelow¹;planeta nale¿y do gracza;id_planeta_docelowa;grupa_zdobywaj¹ca_planetê;odleg³oœæ;planety_iloœæ_mapa;planety_posiadane_procent;przejmowanie_poziom_aktualny;przyrost_szybkoœæ;rakiety_iloœæ_procent_wys³anie;rakiety_na_orbicie_iloœæ__obce;rakiety_na_orbicie_iloœæ__w³asne;wielkoœæ;
8;0;1;5;0;22,1293;10,0000;50,0000;100,0000;100,0000;100;0;25;25,0000;
9;0;0;5;0;10,9141;10,0000;50,0000;100,0000;100,0000;100;5;25;50,0000;
10;0;1;5;0;5,4906;10,0000;50,0000;100,0000;100,0000;100;0;25;25,0000;
--- 17 ---
1;0;0;4;0;64,9135;10,0000;60,0000;100,0000;100,0000;100;0;83;100,0000;
2;0;1;4;0;35,1194;10,0000;60,0000;100,0000;100,0000;100;0;83;100,0000;
3;0;0;4;0;44,4635;10,0000;60,0000;100,0000;100,0000;100;0;83;50,0000;
4;1;0;4;0;34,7687;10,0000;60,0000;100,0000;100,0000;100;1;83;25,0000;
5;0;1;4;0;24,0209;10,0000;60,0000;100,0000;100,0000;100;0;83;50,0000;
6;0;1;4;0;15,6882;10,0000;60,0000;100,0000;100,0000;100;0;83;25,0000;
7;0;1;4;0;14,7874;10,0000;60,0000;100,0000;100,0000;100;0;83;50,0000;
8;0;1;4;0;17,8513;10,0000;60,0000;100,0000;100,0000;100;2;83;25,0000;
9;0;0;4;0;6,3818;10,0000;60,0000;100,0000;100,0000;100;0;83;50,0000;
10;0;1;4;0;6,7549;10,0000;60,0000;100,0000;100,0000;100;0;83;25,0000;
--- 18 ---
1;0;0;8;0;60,0631;10,0000;70,0000;100,0000;100,0000;100;1;76;100,0000;
2;0;1;8;0;39,9371;10,0000;70,0000;100,0000;100,0000;100;0;76;100,0000;
3;0;0;8;0;39,6269;10,0000;70,0000;100,0000;100,0000;100;1;76;50,0000;
4;0;1;8;0;29,8018;10,0000;70,0000;100,0000;100,0000;100;0;76;25,0000;
5;0;1;8;0;19,2292;10,0000;70,0000;100,0000;100,0000;100;0;76;50,0000;
6;0;1;8;0;12,1101;10,0000;70,0000;100,0000;100,0000;100;1;76;25,0000;
7;0;1;8;0;19,5139;10,0000;70,0000;100,0000;100,0000;100;0;76;50,0000;
8;1;1;8;0;13,1736;10,0000;70,0000;30,6667;100,0000;100;16;76;25,0000;
9;0;0;8;0;1,8375;10,0000;70,0000;100,0000;100,0000;100;1;76;50,0000;
10;0;1;8;0;11,0344;10,0000;70,0000;100,0000;100,0000;100;0;76;25,0000;
--- 19 ---
1;0;0;8;0;60,0631;10,0000;70,0000;100,0000;100,0000;100;3;70;100,0000;
2;0;1;8;0;39,9371;10,0000;70,0000;100,0000;100,0000;100;0;70;100,0000;
3;0;0;8;0;39,6269;10,0000;70,0000;100,0000;100,0000;100;3;70;50,0000;
4;0;1;8;0;29,8018;10,0000;70,0000;100,0000;100,0000;100;0;70;25,0000;
5;0;1;8;0;19,2292;10,0000;70,0000;100,0000;100,0000;100;0;70;50,0000;
6;0;1;8;0;12,1101;10,0000;70,0000;100,0000;100,0000;100;1;70;25,0000;
7;0;1;8;0;19,5139;10,0000;70,0000;100,0000;100,0000;100;0;70;50,0000;
8;1;1;8;0;13,1736;10,0000;70,0000;14,6667;100,0000;100;5;70;25,0000;
9;0;0;8;0;1,8375;10,0000;70,0000;100,0000;100,0000;100;3;70;50,0000;
10;0;1;8;0;11,0344;10,0000;70,0000;100,0000;100,0000;100;0;70;25,0000;
--- 20 ---
1;0;0;9;0;60,0631;10,0000;70,0000;100,0000;100,0000;100;5;77;100,0000;
2;0;1;9;0;39,9371;10,0000;70,0000;100,0000;100,0000;100;0;77;100,0000;
3;0;0;9;0;39,6269;10,0000;70,0000;100,0000;100,0000;100;5;77;50,0000;
4;0;1;9;0;29,8018;10,0000;70,0000;100,0000;100,0000;100;0;77;25,0000;
5;0;1;9;0;19,2292;10,0000;70,0000;100,0000;100,0000;100;0;77;50,0000;
6;0;1;9;0;12,1101;10,0000;70,0000;100,0000;100,0000;100;1;77;25,0000;
7;0;1;9;0;19,5139;10,0000;70,0000;100,0000;100,0000;100;0;77;50,0000;
8;0;1;9;0;13,1736;10,0000;70,0000;100,0000;100,0000;100;0;77;25,0000;
9;1;0;9;0;1,8375;10,0000;70,0000;100,0000;100,0000;100;5;77;50,0000;
10;0;1;9;0;11,0344;10,0000;70,0000;100,0000;100,0000;100;0;77;25,0000;
--- 21 ---
1;0;0;9;0;60,0631;10,0000;70,0000;100,0000;100,0000;100;1;83;100,0000;
2;0;1;9;0;39,9371;10,0000;70,0000;100,0000;100,0000;100;0;83;100,0000;
3;0;0;9;0;39,6269;10,0000;70,0000;100,0000;100,0000;100;1;83;50,0000;
4;0;1;9;0;29,8018;10,0000;70,0000;66,6667;100,0000;100;9;83;25,0000;
5;0;1;9;0;19,2292;10,0000;70,0000;100,0000;100,0000;100;0;83;50,0000;
6;0;1;9;0;12,1101;10,0000;70,0000;100,0000;100,0000;100;0;83;25,0000;
7;0;1;9;0;19,5139;10,0000;70,0000;100,0000;100,0000;100;0;83;50,0000;
8;0;1;9;0;13,1736;10,0000;70,0000;100,0000;100,0000;100;0;83;25,0000;
9;1;0;9;0;1,8375;10,0000;70,0000;80,0000;100,0000;100;0;83;50,0000;
10;0;1;9;0;11,0344;10,0000;70,0000;100,0000;100,0000;100;0;83;25,0000;
--- 22 ---
1;0;0;4;0;60,0631;10,0000;70,0000;100,0000;100,0000;100;2;25;100,0000;
2;0;1;4;0;39,9371;10,0000;70,0000;100,0000;100,0000;100;0;25;100,0000;
3;0;0;4;0;39,6269;10,0000;70,0000;100,0000;100,0000;100;2;25;50,0000;
4;1;1;4;0;29,8018;10,0000;70,0000;54,6667;100,0000;100;9;25;25,0000;
5;0;1;4;0;19,2292;10,0000;70,0000;100,0000;100,0000;100;0;25;50,0000;
6;0;1;4;0;12,1101;10,0000;70,0000;100,0000;100,0000;100;0;25;25,0000;
7;0;1;4;0;19,5139;10,0000;70,0000;100,0000;100,0000;100;0;25;50,0000;
8;0;1;4;0;13,1736;10,0000;70,0000;100,0000;100,0000;100;1;25;25,0000;
9;0;0;4;0;1,8375;10,0000;70,0000;58,6667;100,0000;100;0;25;50,0000;
10;0;1;4;0;11,0344;10,0000;70,0000;100,0000;100,0000;100;0;25;25,0000;
--- 23 ---
1;0;0;3;0;59,9449;10,0000;80,0000;100,0000;100,0000;100;4;113;100,0000;
2;0;1;3;0;40,0553;10,0000;80,0000;100,0000;100,0000;100;0;113;100,0000;
3;1;0;3;0;39,5123;10,0000;80,0000;100,0000;100,0000;100;4;113;50,0000;
4;0;1;3;0;29,6427;10,0000;80,0000;82,6667;100,0000;100;0;113;25,0000;
5;0;1;3;0;19,1264;10,0000;80,0000;100,0000;100,0000;100;0;113;50,0000;
6;0;1;3;0;12,1424;10,0000;80,0000;100,0000;100,0000;100;0;113;25,0000;
7;0;1;3;0;19,6245;10,0000;80,0000;100,0000;100,0000;100;0;113;50,0000;
8;0;1;3;0;12,9625;10,0000;80,0000;92,0000;100,0000;100;1;113;25,0000;
9;0;1;3;0;1,6078;10,0000;80,0000;100,0000;100,0000;100;2;113;50,0000;
10;0;1;3;0;11,2464;10,0000;80,0000;100,0000;100,0000;100;0;113;25,0000;
--- 24 ---
1;1;0;1;0;55,5556;10,0000;90,0000;100,0000;100,0000;100;1;150;100,0000;
2;0;1;1;0;44,4444;10,0000;90,0000;100,0000;100,0000;100;0;150;100,0000;
3;0;1;1;0;35,1221;10,0000;90,0000;100,0000;100,0000;100;0;150;50,0000;
4;0;1;1;0;25,4032;10,0000;90,0000;86,6667;100,0000;100;1;150;25,0000;
5;0;1;1;0;14,7467;10,0000;90,0000;100,0000;100,0000;100;0;150;50,0000;
6;0;1;1;0;9,1188;10,0000;90,0000;100,0000;100,0000;100;0;150;25,0000;
7;0;1;1;0;24,0145;10,0000;90,0000;100,0000;100,0000;100;0;150;50,0000;
8;0;1;1;0;9,8094;10,0000;90,0000;92,0000;100,0000;100;1;150;25,0000;
9;0;1;1;0;3,8537;10,0000;90,0000;100,0000;100,0000;100;0;150;50,0000;
10;0;1;1;0;14,9585;10,0000;90,0000;100,0000;100,0000;100;0;150;25,0000;
--- 25 ---
1;1;0;1;1;55,5556;10,0000;90,0000;-12,3333;100,0000;100;0;65;100,0000;
2;0;1;1;0;44,4444;10,0000;90,0000;100,0000;100,0000;100;0;65;100,0000;
3;0;1;1;0;35,1221;10,0000;90,0000;100,0000;100,0000;100;0;65;50,0000;
4;0;1;1;0;25,4032;10,0000;90,0000;86,6667;100,0000;100;1;65;25,0000;
5;0;1;1;0;14,7467;10,0000;90,0000;100,0000;100,0000;100;0;65;50,0000;
6;0;1;1;0;9,1188;10,0000;90,0000;100,0000;100,0000;100;0;65;25,0000;
7;0;1;1;0;24,0145;10,0000;90,0000;100,0000;100,0000;100;0;65;50,0000;
8;0;1;1;0;9,8094;10,0000;90,0000;100,0000;100,0000;100;0;65;25,0000;
9;0;1;1;0;3,8537;10,0000;90,0000;100,0000;100,0000;100;0;65;50,0000;
10;0;1;1;0;14,9585;10,0000;90,0000;100,0000;100,0000;100;0;65;25,0000;
